<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_EQUIPMENT_CONTAINER CHARACTERISTICS_SUITABLE FOR DRUMS/PALLETS>,$container_isDrumsPallets,bookLineItem.getContDetail().getContainerCharacteristics().contains(ContainerCharacteristic.SUIT_DRUMS),boolean,0;1,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_EMPTY>,$container_isEmpty,siContainerAllocation.getBookLineItem().getContDetail().isEmptyContainer(),boolean,0;1;2,,SiContainerAllocation,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_EQUIPMENT_CONTAINER CHARACTERISTICS_SUITABLE FOR FLEXITANKS>,$container_isFlexitank,bookLineItem.getContDetail().getContainerCharacteristics().contains(ContainerCharacteristic.SUIT_FT),boolean,0;1,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_EQUIPMENT_CONTAINER CHARACTERISTICS_FOOD GRADE>,$container_isFoodGrade,bookLineItem.getContDetail().getContainerCharacteristics().contains(ContainerCharacteristic.FOOD_GRADE),boolean,0;1,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_FULL>,$container_isFull,bookLineItem.isFullContainer(),boolean,0,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_EQUIPMENT_CONTAINER CHARACTERISTICS_HEAVY PAYLOAD>,$container_isHeavyPayload,bookLineItem.getContDetail().getContainerCharacteristics().contains(ContainerCharacteristic.HEAVY_PAYLOAD),boolean,0;1,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_EQUIPMENT_CONTAINER CHARACTERISTICS_MALT GRADE>,$container_isMaltGrade,bookLineItem.getContDetail().getContainerCharacteristics().contains(ContainerCharacteristic.MALT_GRADE),boolean,0;1,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_OPERATING REEFER>,$container_isOperatingReefer,bookLineItem.isOperatingReefer(),boolean,0,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_PART>,$container_isPart,bookLineItem.getContDetail().isPartLoad(),boolean,0;1,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_REQUEST SHIP CONNECTION>,$container_isRequestConnectionShip,ERROR,,,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_REQUEST SHORE CONNECTION>,$container_isRequestConnectionShore,ERROR,,,,BookLineItem,,,
